"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Positive Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014068)","8/69",1.59959301249251e-06,2.91765765478634e-05,0,0,11.2336421952958,149.921507585573,"FGR;NCF1;OSM;HCLS1;TREM2;PTPN6;PIK3AP1;HCST"
"Positive Regulation Of Interleukin-4 Production (GO:0032753)","5/18",1.72749516717841e-06,3.10538353139511e-05,0,0,32.5998679432156,432.562369131716,"CD86;FCER1G;SYK;LGALS9;HAVCR2"
"Negative Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903556)","7/49",1.73656315900384e-06,3.10538353139511e-05,0,0,14.2279942279942,188.714461149624,"TNFAIP3;SIRPA;PTPN6;LGALS9;TLR4;LILRB4;HAVCR2"
"Superoxide Anion Generation (GO:0042554)","5/19",2.32177104116406e-06,4.08390907595981e-05,0,0,30.2697731453096,392.695224160806,"NCF1;NCF2;NCF4;CYBB;CYBA"
"Positive Regulation Of Defense Response (GO:0031349)","10/124",2.35065574537131e-06,4.08390907595981e-05,0,0,7.55924899969221,97.9740371078318,"PTGER4;GRN;CCL3;OSM;CYBA;ADAM8;LCP1;TLR4;NAIP;GPSM3"
"B Cell Homeostasis (GO:0001782)","4/9",2.35093450096371e-06,4.08390907595981e-05,0,0,67.5452991452991,875.434199824661,"DOCK10;LYN;TNFAIP3;NCKAP1L"
"Positive Regulation Of B Cell Activation (GO:0050871)","7/52",2.62382603827201e-06,4.51496103189447e-05,0,0,13.2774410774411,170.626761968027,"CD74;SPI1;PTPRC;SYK;GPR183;NCKAP1L;TNFSF13B"
"Superoxide Metabolic Process (GO:0006801)","6/34",2.71274436908345e-06,4.62434180299834e-05,0,0,18.2272167487685,233.628257539169,"CYB5R4;NCF1;NCF2;NCF4;CYBB;CYBA"
"Endocytosis (GO:0006897)","12/189",2.90393696652689e-06,4.90442687680096e-05,0,0,5.87520623968802,74.9056080471811,"MSR1;ITGAM;SLC11A1;IL10RA;ITGB2;MRC1;STAB1;PPT1;PECAM1;CD14;FCGR2B;TLR4"
"Fc-gamma Receptor Signaling Pathway Involved In Phagocytosis (GO:0038096)","5/20",3.06574499358294e-06,5.08647999687394e-05,0,0,28.2503576537911,358.644504174865,"LYN;FGR;SYK;FCGR2B;VAV1"
"Intracellular Monoatomic Cation Homeostasis (GO:0030003)","12/190",3.06750438407968e-06,5.08647999687394e-05,0,0,5.8419011633688,74.1608685863662,"CCR1;PRNP;CCL13;CCL8;CCL7;SLC11A1;CCL3;HMOX1;SLC39A8;B2M;SLC8A1;FTL"
"Protein Catabolic Process (GO:0030163)","9/102",3.60417218485001e-06,5.87319452996782e-05,0,0,8.31201577686998,104.17797183898,"CTSL;CTSZ;PPT1;CTSH;TPP1;CTSD;CTSS;CTSC;CTSB"
"Positive Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050731)","10/130",3.60634751840129e-06,5.87319452996782e-05,0,0,7.17909356725146,89.9742520166986,"LYN;CSF1R;PRNP;CD74;PTPRC;PECAM1;OSM;HCLS1;TREM2;FCGR1A"
"Regulation Of Toll-Like Receptor 2 Signaling Pathway (GO:0034135)","4/10",3.8816303509905e-06,6.15660326974493e-05,0,0,56.2849002849003,701.267942130099,"LYN;TNFAIP3;CYBA;TREM2"
"Negative Regulation Of B Cell Proliferation (GO:0030889)","4/10",3.8816303509905e-06,6.15660326974493e-05,0,0,56.2849002849003,701.267942130099,"LYN;TYROBP;MNDA;FCGR2B"
"Negative Regulation Of Activated T Cell Proliferation (GO:0046007)","4/10",3.8816303509905e-06,6.15660326974493e-05,0,0,56.2849002849003,701.267942130099,"PRNP;LGALS9;PDCD1LG2;LILRB4"
"Antigen Receptor-Mediated Signaling Pathway (GO:0050851)","10/134",4.73592435427597e-06,7.44683277775807e-05,0,0,6.94609507640068,85.1614430832286,"LAT2;FYB1;PTPRC;SYK;NFAM1;NCKAP1L;LCP2;MNDA;HLA-DRB1;HLA-DPA1"
"Regulation Of Cell Migration (GO:0030334)","18/434",4.90467965918778e-06,7.64626982765685e-05,0,0,3.80493881118881,46.5165975002682,"CCR1;CD74;CSF1R;GRN;AIF1;ARHGAP4;DOCK10;FGR;CCL7;CLEC7A;ITGAX;PECAM1;CCL3;CTSH;PLXNC1;SGK1;TMSB10;FERMT3"
"Positive Regulation Of Viral Life Cycle (GO:1903902)","5/22",5.1070219602518e-06,7.89424411482991e-05,0,0,24.9242615501136,303.699487765015,"CD74;CD4;CD209;LGALS9;HLA-DRB1"
"Regulation Of Monocyte Chemotactic Protein-1 Production (GO:0071637)","4/11",6.04275223736093e-06,9.03440990241503e-05,0,0,48.2417582417582,579.704371518628,"CD84;SYK;CLEC7A;LGALS9"
"Cellular Response To Thyroid Hormone Stimulus (GO:0097067)","4/11",6.04275223736093e-06,9.03440990241503e-05,0,0,48.2417582417582,579.704371518628,"CTSL;CTSH;CTSS;CTSB"
"Macrophage Activation Involved In Immune Response (GO:0002281)","4/11",6.04275223736093e-06,9.03440990241503e-05,0,0,48.2417582417582,579.704371518628,"GRN;TYROBP;SYK;TREM2"
"Neutrophil Activation Involved In Immune Response (GO:0002283)","4/11",6.04275223736093e-06,9.03440990241503e-05,0,0,48.2417582417582,579.704371518628,"VAMP8;FCER1G;TYROBP;SYK"
"Defense Response To Bacterium (GO:0042742)","12/204",6.37672980553638e-06,9.35530821091943e-05,0,0,5.41205752212389,64.7436602638568,"FGR;FCER1G;SYK;SLC11A1;STAB1;RNASE6;SLAMF8;TREM2;LYZ;RNASE1;TLR4;NAIP"
"Immune Response-Activating Cell Surface Receptor Signaling Pathway (GO:0002429)","5/23",6.4625484351746e-06,9.35530821091943e-05,0,0,23.5383881735813,281.271659323183,"LYN;FCER1G;C5AR1;C3AR1;FPR3"
"Negative Regulation Of Lymphocyte Activation (GO:0051250)","5/23",6.4625484351746e-06,9.35530821091943e-05,0,0,23.5383881735813,281.271659323183,"LST1;LAPTM5;TNFAIP3;FCGR2B;SAMSN1"
"Positive Regulation Of Neuron Apoptotic Process (GO:0043525)","5/23",6.4625484351746e-06,9.35530821091943e-05,0,0,23.5383881735813,281.271659323183,"PRNP;GRN;ITGAM;TYROBP;CCL3"
"Positive Regulation Of Myeloid Leukocyte Differentiation (GO:0002763)","6/40",7.29393112231142e-06,0.000104756932024378,0,0,15.0060851926978,177.498997136798,"CCR1;CD74;CD4;HCLS1;EVI2B;HLA-DRB1"
"Integrin-Mediated Signaling Pathway (GO:0007229)","8/85",7.81866366939613e-06,0.000111415957288895,0,0,8.89215132693394,104.562779925772,"FGR;ITGAM;FYB1;SYK;ITGB2;PLEK;ITGAX;FERMT3"
"Eosinophil Chemotaxis (GO:0048245)","5/24",8.08431420291925e-06,0.000112563275619273,0,0,22.298396205105,261.461737656615,"CCL13;CCL8;CCL3L1;CCL7;CCL3"
"Eosinophil Migration (GO:0072677)","5/24",8.08431420291925e-06,0.000112563275619273,0,0,22.298396205105,261.461737656615,"CCL13;CCL8;CCL3L1;CCL7;CCL3"
"Negative Regulation Of Antigen Receptor-Mediated Signaling Pathway (GO:0050858)","5/24",8.08431420291925e-06,0.000112563275619273,0,0,22.298396205105,261.461737656615,"PRNP;LAPTM5;LPXN;FCGR2B;LILRB4"
"Response To Thyroid Hormone (GO:0097066)","4/12",8.97952121370103e-06,0.00012222870667008,0,0,42.2094017094017,490.497053713879,"CTSL;CTSH;CTSS;CTSB"
"Positive Regulation Of CD4-positive, Alpha-Beta T Cell Activation (GO:2000516)","4/12",8.97952121370103e-06,0.00012222870667008,0,0,42.2094017094017,490.497053713879,"HLA-DRA;NCKAP1L;LGALS9;HLA-DRB1"
"Positive Regulation Of Myeloid Leukocyte Mediated Immunity (GO:0002888)","4/12",8.97952121370103e-06,0.00012222870667008,0,0,42.2094017094017,490.497053713879,"ITGAM;SPI1;TYROBP;ITGB2"
"Osteoclast Differentiation (GO:0030316)","5/25",1.00077378036247e-05,0.000134221424660378,0,0,21.1824034334764,243.855047708801,"CSF1R;TYROBP;GPR183;SNX10;TREM2"
"Regulation Of B Cell Activation (GO:0050864)","5/25",1.00077378036247e-05,0.000134221424660378,0,0,21.1824034334764,243.855047708801,"SLAMF8;LAPTM5;TNFAIP3;FCGR2B;SAMSN1"
"Regulation Of GTPase Activity (GO:0043087)","12/214",1.03632291151963e-05,0.000137974670847577,0,0,5.14150530097258,59.0103246408662,"DOCK10;CCL13;ADAP2;CCL8;CCL3L1;CCL7;RGS1;DOCK8;CCL3;PLXNC1;VAV1;TGM2"
"Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014066)","8/90",1.19674905885502e-05,0.000158179006039967,0,0,8.34782608695652,94.6085568175089,"FGR;NCF1;OSM;HCLS1;TREM2;PTPN6;PIK3AP1;HCST"
"Fc Receptor Signaling Pathway (GO:0038093)","5/26",1.22708229871448e-05,0.000161021446968,0,0,20.1726956877171,228.118616834588,"LYN;FCGR3A;FCER1G;SYK;VAV1"
"Positive Regulation Of Leukocyte Degranulation (GO:0043302)","4/13",1.28493864447181e-05,0.000166767572690601,0,0,37.5175688509022,422.530907739386,"FGR;ITGAM;SYK;ITGB2"
"Lymphocyte Chemotaxis (GO:0048247)","6/44",1.28915722310169e-05,0.000166767572690601,0,0,13.4237749546279,151.137433503035,"CCL13;CCL8;CCL3L1;CCL7;GPR183;CCL3"
"Positive Regulation Of Cell Motility (GO:2000147)","12/221",1.43192245758617e-05,0.000183931448073041,0,0,4.96752339416522,55.4072966791994,"CCR1;FGR;CSF1R;GRN;CCL7;CLEC7A;ITGAX;PECAM1;CCL3;CTSH;AIF1;FERMT3"
"Regulation Of Neutrophil Activation (GO:1902563)","3/5",1.63493210494278e-05,0.000201494335095651,0,0,126.127659574468,1390.09382518238,"GRN;SYK;FCGR2B"
"Glycolipid Transport (GO:0046836)","3/5",1.63493210494278e-05,0.000201494335095651,0,0,126.127659574468,1390.09382518238,"NPC2;PSAP;PLTP"
"Negative Regulation Of Myeloid Leukocyte Mediated Immunity (GO:0002887)","3/5",1.63493210494278e-05,0.000201494335095651,0,0,126.127659574468,1390.09382518238,"CD84;SPI1;LGALS9"
"Negative Regulation Of Toll-Like Receptor 2 Signaling Pathway (GO:0034136)","3/5",1.63493210494278e-05,0.000201494335095651,0,0,126.127659574468,1390.09382518238,"LYN;TNFAIP3;TREM2"
"Positive Regulation Of CD4-positive, CD25-positive, Alpha-Beta Regulatory T Cell Differentiation (GO:0032831)","3/5",1.63493210494278e-05,0.000201494335095651,0,0,126.127659574468,1390.09382518238,"HLA-DRA;LGALS9;HLA-DRB1"
"Regulation Of T Cell Activation Via T Cell Receptor Contact With Antigen Bound To MHC Molecule On Antigen Presenting Cell (GO:2001188)","3/5",1.63493210494278e-05,0.000201494335095651,0,0,126.127659574468,1390.09382518238,"HLA-DMB;LGALS9;HAVCR2"
"B Cell Receptor Signaling Pathway (GO:0050853)","6/46",1.6769849141191e-05,0.000205289965325721,0,0,12.7512931034483,140.212300590922,"LAT2;PTPRC;SYK;NFAM1;NCKAP1L;MNDA"
"Response To Molecule Of Bacterial Origin (GO:0002237)","7/69",1.78239079231191e-05,0.000216738720345128,0,0,9.62854349951124,105.287832964067,"SLC11A1;TNFAIP3;LY96;LGALS9;CD14;FCGR2B;TLR4"
"Regulation Of Platelet Activation (GO:0010543)","5/28",1.79810660857491e-05,0.000217201751923221,0,0,18.4166822168315,201.224191867104,"LYN;FCER1G;SYK;PLEK;TLR4"
"Positive Regulation Of B Cell Proliferation (GO:0030890)","5/29",2.15173585367711e-05,0.000258208302441254,0,0,17.648426323319,189.661470891428,"CD74;PTPRC;GPR183;NCKAP1L;TNFSF13B"
"Astrocyte Development (GO:0014002)","4/15",2.40751842520348e-05,0.00028701396127916,0,0,30.6930846930847,326.400359026163,"C1QA;IFNGR1;C5AR1;TREM2"
"Negative Regulation Of Myeloid Leukocyte Differentiation (GO:0002762)","5/30",2.55716054039378e-05,0.000300920053269565,0,0,16.9416309012876,179.141279278103,"CCL3;LILRB3;LILRB4;TLR4;C1QC"
"Phagocytosis, Engulfment (GO:0006911)","5/30",2.55716054039378e-05,0.000300920053269565,0,0,16.9416309012876,179.141279278103,"MSR1;ITGAM;ITGB2;FCGR2B;AIF1"
"Receptor Internalization (GO:0031623)","6/51",3.06828145786044e-05,0.000358752908919067,0,0,11.3316091954023,117.75590534258,"FCER1G;SYK;ITGB2;GRB2;ARRB2;LILRB4"
"Cell Surface Toll-Like Receptor Signaling Pathway (GO:0140895)","4/16",3.1800992596955e-05,0.000364811386772616,0,0,28.1339031339031,291.355068140684,"LY96;LGALS9;PIK3AP1;TLR4"
"Negative Regulation Of Interleukin-10 Production (GO:0032693)","4/16",3.1800992596955e-05,0.000364811386772616,0,0,28.1339031339031,291.355068140684,"TYROBP;PDCD1LG2;FCGR2B;LILRB4"
"Regulation Of B Cell Receptor Signaling Pathway (GO:0050855)","4/16",3.1800992596955e-05,0.000364811386772616,0,0,28.1339031339031,291.355068140684,"LYN;NFAM1;LPXN;FCGR2B"
"Intracellular pH Reduction (GO:0051452)","5/32",3.54414309674411e-05,0.000404032313028829,0,0,15.6851057065649,160.73514498279,"SLC11A1;DMXL2;SLAMF8;ATP6V1B2;ATP6V1F"
"Regulation Of Innate Immune Response (GO:0045088)","7/78",3.98625396072119e-05,0.00044882266817009,0,0,8.40418267178831,85.1349884418515,"FGR;TNFAIP3;TREM2;ADAM8;PTPN6;SAMHD1;FCGR2B"
"Proteolysis Involved In Protein Catabolic Process (GO:0051603)","7/78",3.98625396072119e-05,0.00044882266817009,0,0,8.40418267178831,85.1349884418515,"CTSL;CTSZ;TNFAIP3;CTSH;CTSS;CTSC;CTSB"
"Toll-Like Receptor 4 Signaling Pathway (GO:0034142)","4/17",4.1198360950143e-05,0.000454542835552336,0,0,25.9684418145957,262.206267679023,"LY96;LGALS9;PIK3AP1;TLR4"
"Myeloid Cell Activation Involved In Immune Response (GO:0002275)","4/17",4.1198360950143e-05,0.000454542835552336,0,0,25.9684418145957,262.206267679023,"FCER1G;TYROBP;SYK;DOCK2"
"Positive Regulation Of Regulatory T Cell Differentiation (GO:0045591)","4/17",4.1198360950143e-05,0.000454542835552336,0,0,25.9684418145957,262.206267679023,"HLA-DRA;LILRB2;LILRB4;HLA-DRB1"
"Positive Regulation Of Interleukin-12 Production (GO:0032735)","5/33",4.13673852531183e-05,0.000454542835552336,0,0,15.1241569589209,152.648385145709,"SYK;CLEC7A;LAPTM5;LGALS9;TLR4"
"Peptidyl-Tyrosine Modification (GO:0018212)","6/54",4.27125226957495e-05,0.000466512822736809,0,0,10.6217672413793,106.865795753353,"FGR;LYN;CSF1R;SYK;ABI3;PTPN6"
"Regulation Of Interleukin-8 Production (GO:0032677)","7/81",5.09056763719283e-05,0.000552690200609507,0,0,8.06224406224406,79.6996048899915,"CD74;PTPRC;SYK;CLEC7A;LGALS9;CD14;TLR4"
"Negative Regulation Of T Cell Mediated Cytotoxicity (GO:0001915)","3/7",5.62204277377512e-05,0.000603212118786225,0,0,63.0574468085106,617.094701909439,"PTPRC;NCKAP1L;FCGR2B"
"Positive Regulation Of CD4-positive, Alpha-Beta T Cell Differentiation (GO:0043372)","3/7",5.62204277377512e-05,0.000603212118786225,0,0,63.0574468085106,617.094701909439,"HLA-DRA;NCKAP1L;HLA-DRB1"
"Regulation Of Intracellular Signal Transduction (GO:1902531)","13/297",6.04725407597044e-05,0.000645040434770181,0,0,3.96266040688576,38.4905932106056,"LYN;CSF1R;DOCK8;SLA;ARHGAP18;TREM2;VAV1;ARHGAP4;SPRED1;CLEC7A;GRB2;SGK1;DOCK2"
"Positive Regulation Of Type II Interferon Production (GO:0032729)","6/58",6.43367413464554e-05,0.000678324949225055,0,0,9.80271883289125,94.6097613998999,"CLEC7A;SLC11A1;LGALS9;CD14;TLR4;HLA-DPA1"
"Regulation Of Bone Mineralization (GO:0030500)","6/58",6.43367413464554e-05,0.000678324949225055,0,0,9.80271883289125,94.6097613998999,"SRGN;CCR1;ALOX5;BMP2K;CCL3;SLC8A1"
"Cellular Response To Lectin (GO:1990858)","4/19",6.58503873526021e-05,0.000682449468926967,0,0,22.5037037037037,216.66847779064,"LYN;TYROBP;SYK;CLEC7A"
"Stimulatory C-type Lectin Receptor Signaling Pathway (GO:0002223)","4/19",6.58503873526021e-05,0.000682449468926967,0,0,22.5037037037037,216.66847779064,"LYN;TYROBP;SYK;CLEC7A"
"Regulation Of B Cell Differentiation (GO:0045577)","4/19",6.58503873526021e-05,0.000682449468926967,0,0,22.5037037037037,216.66847779064,"SPI1;SYK;SLAMF8;NCKAP1L"
"Regulation Of Kinase Activity (GO:0043549)","7/85",6.94096614616575e-05,0.000711254059022827,0,0,7.64724164724165,73.2260437538248,"FGR;CSF1R;CD74;CD4;SLAMF8;TREM2;HLA-DRB1"
"Response To Interleukin-1 (GO:0070555)","7/85",6.94096614616575e-05,0.000711254059022827,0,0,7.64724164724165,73.2260437538248,"CCL13;CCL8;CCL3L1;CCL7;CCL3;SIRPA;LGALS9"
"Positive Regulation Of Cell Population Proliferation (GO:0008284)","17/483",7.18847433186095e-05,0.000732501518509182,0,0,3.18520964014526,30.3883221911794,"LYN;CD86;CD74;CSF1R;GRN;C5AR1;OSM;AIF1;CSF2RA;GNAI2;PTPRC;CLEC7A;ITGAX;HMOX1;CTSH;HCLS1;PTPN6"
"Positive Regulation Of Immune Effector Process (GO:0002699)","5/37",7.30890895308817e-05,0.000740636107246267,0,0,13.2309549356223,126.009384813714,"HLA-DMB;PTPRC;HLA-DRA;LGALS9;HLA-DRB1"
"Regulation Of Protein Phosphorylation (GO:0001932)","12/265",8.419062074969e-05,0.000848418189212346,0,0,4.09437196124384,38.4151461823302,"LYN;FGR;CD74;CSF1R;PRNP;CD4;ITGB2;PLAUR;PECAM1;SIRPA;TREM2;HLA-DRB1"
"Positive Regulation Of Interleukin-8 Production (GO:0032757)","6/61",8.5676312162968e-05,0.000858646117501394,0,0,9.2666144200627,86.7812340665214,"CD74;SYK;CLEC7A;LGALS9;CD14;TLR4"
"Regulation Of Dendritic Cell Antigen Processing And Presentation (GO:0002604)","3/8",8.91619825651938e-05,0.000879088952426559,0,0,50.4434042553192,470.387560111629,"SLC11A1;CD68;FCGR2B"
"Regulation Of Neutrophil Migration (GO:1902622)","3/8",8.91619825651938e-05,0.000879088952426559,0,0,50.4434042553192,470.387560111629,"MPP1;SLAMF8;NCKAP1L"
"Immune Response-Inhibiting Cell Surface Receptor Signaling Pathway (GO:0002767)","3/8",8.91619825651938e-05,0.000879088952426559,0,0,50.4434042553192,470.387560111629,"LYN;LILRB2;LILRB4"
"Regulation Of Protein Tyrosine Kinase Activity (GO:0061097)","5/39",9.46894102558421e-05,0.000928567119928258,0,0,12.4514011613229,115.361091063698,"CSF1R;PRNP;PTPRC;FCGR1A;LILRB4"
"Macrophage Differentiation (GO:0030225)","4/21",9.9796658743909e-05,0.000968239923132394,0,0,19.8541980894922,182.90433509461,"CSF1R;CD4;UCP2;HLA-DRB1"
"Negative Regulation Of Osteoclast Differentiation (GO:0045671)","4/21",9.9796658743909e-05,0.000968239923132394,0,0,19.8541980894922,182.90433509461,"CCL3;LILRB3;LILRB4;TLR4"
"Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001959)","5/40",0.000107174565378699,0.00103431961508332,0,0,12.0950337216432,110.561327362199,"CD74;PTPRC;SYK;TNFAIP3;PTPN6"
"Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043122)","11/232",0.000110841387655767,0.00106407732149536,0,0,4.28470907170052,39.0226036117979,"CD74;CD4;CLEC7A;HMOX1;TNFAIP3;SLC39A8;TREM2;LGALS9;ARRB2;LILRB4;HLA-DRB1"
"Positive Regulation Of T Cell Differentiation (GO:0045582)","6/64",0.000112302754082761,0.00107246190286364,0,0,8.78596908442331,79.9023455889219,"HLA-DRA;ADAM8;NCKAP1L;LILRB2;LILRB4;HLA-DRB1"
"Fc-epsilon Receptor Signaling Pathway (GO:0038095)","4/22",0.000120838961332994,0.00113074002318722,0,0,18.7502374169041,169.146862941565,"LYN;FCER1G;SYK;VAV1"
"Dendritic Cell Differentiation (GO:0097028)","4/22",0.000120838961332994,0.00113074002318722,0,0,18.7502374169041,169.146862941565,"LYN;IRF8;TREM2;LGALS9"
"Lymphocyte Migration (GO:0072676)","5/41",0.000120885035373634,0.00113074002318722,0,0,11.7584644730567,106.069234595666,"CCL13;CCL8;CCL3L1;CCL7;CCL3"
"Positive Regulation Of Response To Biotic Stimulus (GO:0002833)","5/41",0.000120885035373634,0.00113074002318722,0,0,11.7584644730567,106.069234595666,"GRN;LY86;LY96;CYBA;ADAM8"
"Regulation Of Granulocyte Differentiation (GO:0030852)","3/9",0.000132567906726785,0.00120901930934828,0,0,42.0340425531915,375.297398750383,"HCLS1;EVI2B;C1QC"
"Regulation Of Inflammatory Response To Wounding (GO:0106014)","3/9",0.000132567906726785,0.00120901930934828,0,0,42.0340425531915,375.297398750383,"GRN;SIGLEC10;PTPN6"
"Cellular Response To Oxidised Low-Density Lipoprotein Particle Stimulus (GO:0140052)","3/9",0.000132567906726785,0.00120901930934828,0,0,42.0340425531915,375.297398750383,"TREM2;CD68;TLR4"
"Negative Regulation Of Toll-Like Receptor 4 Signaling Pathway (GO:0034144)","3/9",0.000132567906726785,0.00120901930934828,0,0,42.0340425531915,375.297398750383,"LYN;TNFAIP3;TREM2"
"Positive Regulation Of Monocyte Differentiation (GO:0045657)","3/9",0.000132567906726785,0.00120901930934828,0,0,42.0340425531915,375.297398750383,"CD74;CD4;HLA-DRB1"
"Regulation Of Osteoclast Differentiation (GO:0045670)","5/42",0.000135900373313985,0.00122109497992467,0,0,11.4400881568264,101.857837235821,"CCR1;CCL3;LILRB3;LILRB4;TLR4"
"Monocyte Chemotaxis (GO:0002548)","5/42",0.000135900373313985,0.00122109497992467,0,0,11.4400881568264,101.857837235821,"CCL13;CCL8;CCL3L1;CCL7;CCL3"
"Negative Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043124)","5/42",0.000135900373313985,0.00122109497992467,0,0,11.4400881568264,101.857837235821,"TNFAIP3;TREM2;SLC39A8;ARRB2;LILRB4"
"Regulation Of Toll-Like Receptor 4 Signaling Pathway (GO:0034143)","4/23",0.000144918384307456,0.00129114830735559,0,0,17.7624831309042,157.008624811567,"LYN;TNFAIP3;TREM2;CD14"
"Peptidyl-Tyrosine Phosphorylation (GO:0018108)","6/67",0.000145112611298189,0.00129114830735559,0,0,8.35260033917467,73.8202858680297,"FGR;LYN;CSF1R;SYK;ABI3;PTPN6"
"Regulation Of Defense Response (GO:0031347)","7/97",0.000160127806202652,0.0014178306723963,0,0,6.62356902356902,57.8869349841851,"FGR;GRN;ALOX5;TREM2;SAMHD1;FCGR2B;PIK3AP1"
"Mononuclear Cell Differentiation (GO:1903131)","4/24",0.000172285394231376,0.00151810898105329,0,0,16.8735042735043,146.231831911308,"LYN;CSF1R;IRF8;TREM2"
"Regulation Of Dendritic Cell Differentiation (GO:2001198)","3/10",0.000187719637906452,0.00163047914067319,0,0,36.0273556231003,309.134922446516,"LGALS9;LILRB2;FCGR2B"
"Negative Regulation Of Interleukin-17 Production (GO:0032700)","3/10",0.000187719637906452,0.00163047914067319,0,0,36.0273556231003,309.134922446516,"PRNP;NCKAP1L;TLR4"
"Positive Regulation Of B Cell Differentiation (GO:0045579)","3/10",0.000187719637906452,0.00163047914067319,0,0,36.0273556231003,309.134922446516,"SPI1;SYK;NCKAP1L"
"Positive Regulation Of Interleukin-2 Production (GO:0032743)","4/25",0.000203195638339306,0.00174824926571176,0,0,16.0691900691901,136.609669310959,"CD86;CD4;PTPRC;CLEC7A"
"Positive Regulation Of Peptidase Activity (GO:0010952)","4/25",0.000203195638339306,0.00174824926571176,0,0,16.0691900691901,136.609669310959,"GRN;CTSL;CTSH;CTSS"
"Plasma Membrane Invagination (GO:0099024)","4/26",0.000237909474434663,0.00203730930220106,0,0,15.3379953379953,127.974409511358,"MSR1;ITGAM;ITGB2;FCGR2B"
"Positive Regulation Of Kinase Activity (GO:0033674)","7/104",0.000246836391372014,0.00210387653206801,0,0,6.14339268978444,51.0318411628712,"CSF1R;CD74;CD4;PTPRC;TREM2;LCP2;HLA-DRB1"
"Regulation Of Homotypic Cell-Cell Adhesion (GO:0034110)","3/11",0.000255849011158238,0.00215054652697063,0,0,31.5223404255319,260.718853202244,"LYN;SYK;PLAUR"
"Regulation Of CD4-positive, Alpha-Beta T Cell Differentiation (GO:0043370)","3/11",0.000255849011158238,0.00215054652697063,0,0,31.5223404255319,260.718853202244,"HLA-DRA;NCKAP1L;HLA-DRB1"
"Regulation Of Cell Activation (GO:0050865)","3/11",0.000255849011158238,0.00215054652697063,0,0,31.5223404255319,260.718853202244,"FCER1G;SYK;TREM2"
"Negative Regulation Of ERK1 And ERK2 Cascade (GO:0070373)","5/48",0.000258147366226942,0.00215991190824744,0,0,9.84080247529694,81.3045127347608,"LYN;SPRED1;PTPRC;SIRPA;TLR4"
"Regulation Of Neuron Apoptotic Process (GO:0043523)","7/105",0.000261828733048199,0.0021807105437439,0,0,6.08039579468151,50.1500097916091,"PRNP;GRN;PPT1;CCL3;TREM2;FCGR2B;NAIP"
"Defense Response To Gram-negative Bacterium (GO:0050829)","6/75",0.000270548102579159,0.00224308972320176,0,0,7.3811844077961,60.6368775574633,"SLC11A1;RNASE6;TREM2;LYZ;TREM1;TLR4"
"T Cell Activation Involved In Immune Response (GO:0002286)","4/27",0.000276691516972916,0.00227335732864234,0,0,14.6703827573393,120.188685304221,"CD74;FCER1G;SLC11A1;LCP1"
"Regulation Of Peptidase Activity (GO:0052547)","4/27",0.000276691516972916,0.00227335732864234,0,0,14.6703827573393,120.188685304221,"CTSL;CTSH;CTSS;CTSB"
"Regulation Of Interleukin-12 Production (GO:0032655)","5/50",0.000313318621637726,0.00255130877619292,0,0,9.40247973295184,75.8619324964833,"SYK;CLEC7A;LAPTM5;LGALS9;TLR4"
"Positive Regulation Of Cell Death (GO:0010942)","5/50",0.000313318621637726,0.00255130877619292,0,0,9.40247973295184,75.8619324964833,"C1QA;PRNP;ITGAM;TYROBP;ITGB2"
"Positive Regulation By Symbiont Of Entry Into Host (GO:0075294)","3/12",0.000338139454365667,0.00272905471134061,0,0,28.0184397163121,223.924831673946,"CD74;LGALS9;HLA-DRB1"
"Positive Regulation Of Viral Entry Into Host Cell (GO:0046598)","3/12",0.000338139454365667,0.00272905471134061,0,0,28.0184397163121,223.924831673946,"CD74;LGALS9;HLA-DRB1"
"Positive Regulation Of Leukocyte Mediated Cytotoxicity (GO:0001912)","5/51",0.000344040076173336,0.00276444536978046,0,0,9.19761149468184,73.3486744046936,"ITGAM;SPI1;TYROBP;HLA-DRA;HLA-DRB1"
"Response To Lipid (GO:0033993)","7/110",0.000348169290110964,0.00278535432088771,0,0,5.783759929391,46.0550492505586,"SYK;SLC11A1;LY96;CTSH;TREM2;LGALS9;TLR4"
"T Cell Activation (GO:0042110)","7/111",0.00036789936497689,0.00293034254025261,0,0,5.72785547785548,45.2941691884927,"CD86;CD74;CD84;CD4;PTPRC;CLEC7A;LCP1"
"Negative Regulation Of Innate Immune Response (GO:0045824)","5/52",0.000376986784590678,0.00298966910910172,0,0,9.00146105378504,70.9612217533262,"GRN;SLAMF8;TNFAIP3;VSIG4;SAMHD1"
